step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
140,CASH_IN,47458.71,C51598172,7928665.27,7976123.98,C1215002670,214974.64,167515.94,0
18,CASH_IN,241896.5,C1271119447,15382835.04,15624731.54,C526035976,3975331.04,3733434.54,0
185,CASH_IN,344901.69,C1813902695,10447,355348.69,C1431493767,0,0,0
211,CASH_OUT,119571.05,C1675429965,0,0,C652812507,2482270.89,2601841.94,0
138,CASH_IN,107401.09,C1469991059,3980878.6,4088279.68,C357361077,1863862.3,1756461.21,0
8,CASH_OUT,350260.01,C730340557,31331,0,C1398530689,0,1367406,0
207,TRANSFER,170075.42,C1887397658,50081,0,C559504504,475998.64,646074.06,0
187,PAYMENT,1498.96,C1453972484,14,0,M33343373,0,0,0
256,CASH_IN,168659.07,C1395369775,4226914.52,4395573.6,C1199957366,3775105.31,3606446.24,0
23,TRANSFER,153219.1,C870665226,0,0,C696216513,1214056.56,1367275.65,0
274,CASH_OUT,15961.42,C603533208,5590,0,C406241476,1915754.21,1931715.62,0
43,PAYMENT,14016.98,C1346064559,0,0,M589449220,0,0,0
370,PAYMENT,3002.88,C1246597142,0,0,M1862963880,0,0,0
96,PAYMENT,5150.47,C673830199,14878,9727.53,M1388585324,0,0,0
187,CASH_IN,98392.38,C1999598969,560713.94,659106.32,C93456059,2663567.09,2565174.71,0
352,TRANSFER,457892.42,C439649425,10101,0,C833480944,8545898.55,9003790.96,0
396,CASH_IN,642681.94,C1786600176,1745085.75,2387767.69,C301046389,1654368.22,1011686.28,0
352,CASH_IN,181158.95,C471729119,5953512.6,6134671.55,C1819625654,639560.65,458401.7,0
234,CASH_OUT,75756.67,C1958379547,14414,0,C1550029610,448311.32,524067.99,0
280,PAYMENT,16309.26,C1561340080,127441.35,111132.09,M336801678,0,0,0
207,PAYMENT,6506.16,C1435980796,246981.07,240474.91,M836706856,0,0,0
277,CASH_OUT,185884.52,C827713350,102,0,C1632517125,1528599.55,1714484.07,0
324,PAYMENT,5729.78,C2079943216,0,0,M368738699,0,0,0
308,CASH_OUT,79121,C2067244777,0,0,C89591831,28001640.73,28080761.73,0
9,CASH_OUT,141635.15,C434944460,63722,0,C326861321,20117,289739.45,0
12,CASH_IN,129426.53,C902111991,0,129426.53,C1351841535,0,0,0
307,CASH_IN,3208.93,C289285180,2961062.6,2964271.53,C1479444787,471487.4,468278.47,0
369,CASH_OUT,24745.76,C531597943,0,0,C159447639,109366.11,134111.87,0
401,CASH_OUT,76329.5,C2051261546,72694,0,C1910622489,6381863.9,6458193.41,0
327,CASH_OUT,58699.31,C1993645443,0,0,C1431050,1080883.08,1139582.4,0
300,PAYMENT,45366.66,C278636200,2890,0,M1852747091,0,0,0
402,CASH_OUT,63442.7,C889306339,45350.74,0,C2007676104,238569.34,302012.04,0
323,CASH_IN,35114.92,C386173123,23116419.82,23151534.74,C1523066059,1484738.13,1449623.21,0
379,CASH_OUT,332653.27,C708441473,9901,0,C1419580809,265409.52,598062.78,0
253,CASH_IN,66501.32,C386167249,2159015.69,2225517.01,C1392228734,268919.09,202417.76,0
493,TRANSFER,758623.27,C456692944,0,0,C1897109667,899149.85,1657773.12,0
238,CASH_OUT,323918.32,C1305402148,689,0,C768913987,0,323918.32,0
206,TRANSFER,1551.86,C692768834,0,0,C935487813,2191.23,3743.1,0
133,PAYMENT,38226.89,C293779928,1486,0,M205338683,0,0,0
311,CASH_OUT,279100.06,C1728317381,203479.58,0,C751661526,4024504.95,4303605.01,0
254,CASH_IN,262278.53,C246723948,12368353.22,12630631.75,C2063754996,309678.8,47400.27,0
157,CASH_IN,52319.39,C2102182424,1451200.72,1503520.11,C1677310992,191972.5,139653.11,0
251,TRANSFER,315530.6,C1314754823,0,0,C915377999,1069406.45,1424876.36,0
405,TRANSFER,255146.79,C150912233,113066,0,C1944261739,74811.19,329957.97,0
398,TRANSFER,338873.61,C258987301,148796.34,0,C895551981,3321739.19,3660612.8,0
140,PAYMENT,15136.97,C1014616265,72297,57160.03,M583844540,0,0,0
264,PAYMENT,4501.4,C796095848,376,0,M1395701886,0,0,0
249,DEBIT,2889.89,C1030841168,325,0,C2013480060,508813.82,511703.71,0
379,PAYMENT,3171.99,C881813311,26277,23105.01,M336805467,0,0,0
19,PAYMENT,137.88,C141257516,850637.03,850499.15,M2089738423,0,0,0
378,PAYMENT,4932.76,C206703240,22313,17380.24,M1545497197,0,0,0
155,CASH_OUT,50375.83,C1755272501,105418.44,55042.62,C1779926231,590953.66,641329.49,0
185,CASH_OUT,2773.46,C1546976957,392343,389569.54,C1897434753,3836780.73,3839554.19,0
281,PAYMENT,9886.27,C700118461,637774.92,627888.66,M900992828,0,0,0
336,CASH_OUT,155128.15,C1171423876,0,0,C1192959046,937592.82,1092720.97,0
301,PAYMENT,2078.38,C1385912575,105791.13,103712.75,M1988546286,0,0,0
154,PAYMENT,12773.93,C303065878,107752,94978.07,M1800063314,0,0,0
322,CASH_OUT,144708.93,C1209505785,50191,0,C87951951,297894.86,442603.79,0
226,TRANSFER,570264.11,C1971451082,0,0,C1785343688,712115.14,1282379.24,0
570,CASH_IN,113740.3,C899741138,25408.07,139148.37,C130878629,503799.91,390059.61,0
251,PAYMENT,16227.48,C308704053,4814,0,M1046658035,0,0,0
11,CASH_IN,427017.05,C271602722,41010,468027.05,C869170075,0,0,0
177,CASH_OUT,95990.19,C1173321842,109923.28,13933.09,C1163484153,307520.25,403510.44,0
180,PAYMENT,16239.02,C597325012,30594,14354.98,M818685004,0,0,0
345,PAYMENT,10268.07,C269891220,33936.56,23668.49,M14883459,0,0,0
156,CASH_IN,171418.71,C189341951,162082,333500.71,C1523192796,0,0,0
39,CASH_IN,15695.81,C1182737610,1187380.15,1203075.96,C571081490,705058.88,689363.06,0
251,PAYMENT,6358.87,C1215779511,0,0,M369041044,0,0,0
209,TRANSFER,296811.76,C1551342043,0,0,C804751706,352764.82,649576.57,0
305,CASH_IN,142808.53,C1114306844,15332,158140.53,C1914445483,959242.81,816434.28,0
231,CASH_OUT,58626.35,C243607806,0,0,C2117520242,13512428.26,13571054.61,0
129,CASH_OUT,135619.94,C1756948514,0,0,C316075388,1361435.91,1497055.85,0
281,PAYMENT,5036.26,C442025728,11629,6592.74,M2111865383,0,0,0
333,TRANSFER,200787.42,C359795654,26019,0,C1037446788,707562.52,908349.95,0
179,CASH_IN,138170.16,C135823491,125879.07,264049.23,C488721540,407576.14,269405.98,0
329,PAYMENT,17329.36,C717876628,0,0,M604891990,0,0,0
312,PAYMENT,4338.81,C661274517,158349,154010.19,M1396830868,0,0,0
396,CASH_OUT,148716.1,C985277294,0,0,C208302659,1217057.65,1365773.75,0
380,CASH_OUT,118991.49,C1379273358,40329,0,C1517309280,637367.26,756358.75,0
282,PAYMENT,6981.14,C1614467953,914,0,M1421128069,0,0,0
352,CASH_OUT,36202.22,C863571791,0,0,C1372193891,15211414.56,15247616.78,0
426,CASH_IN,129976.49,C220428013,519,130495.49,C1765121692,0,0,0
257,CASH_IN,155302.27,C1470335414,2175182.85,2330485.12,C1734457923,295240.55,139938.28,0
16,CASH_OUT,82527.9,C7279505,0,0,C468296734,159792.61,159887.96,0
231,CASH_IN,165766.92,C297374988,4528897.74,4694664.66,C1316956873,201171,325864.64,0
398,CASH_IN,210911.99,C1280665469,501364,712275.99,C652233563,0,0,0
395,PAYMENT,6765.53,C928184264,144562,137796.47,M1535095765,0,0,0
404,PAYMENT,4108.35,C1439317839,0,0,M710302079,0,0,0
33,CASH_OUT,125315.03,C1077760443,0,0,C2140846441,686368.36,811683.39,0
302,CASH_IN,242710.15,C1726189747,103093,345803.15,C1085011468,42982.43,0,0
276,CASH_IN,245931.76,C486534272,31394,277325.76,C1933521375,352953.97,107022.21,0
322,PAYMENT,28899.62,C1370496210,19804,0,M112715904,0,0,0
205,CASH_OUT,198317.67,C403351032,0,0,C1419247866,1629035.75,1827353.42,0
205,CASH_IN,94885.28,C736952803,15925,110810.28,C930723585,6000124.75,5905239.47,0
11,CASH_OUT,401,C456173177,0,0,C10472655,16930,17331,0
329,CASH_IN,87087.91,C150004326,5937151.49,6024239.39,C1619063839,192304.54,105216.64,0
356,TRANSFER,426327.6,C1103123050,9944,0,C677306608,0,426327.6,0
139,CASH_IN,251621.65,C52086226,1450495.34,1702116.98,C1726608448,11441693.41,11190071.76,0
156,CASH_OUT,172779.02,C433789586,51074,0,C262891082,4956.41,177735.42,0
93,CASH_OUT,269065.45,C1012304307,145023,0,C846019791,0,269065.45,0
234,CASH_IN,101290.88,C1386134737,6764,108054.88,C1994277475,0,0,0
157,CASH_IN,97350.92,C1450565892,294973,392323.92,C888171284,1205292.73,1107941.81,0
251,CASH_OUT,488868.25,C1772501880,23825,0,C395203966,0,488868.25,0
310,PAYMENT,34185.52,C839045760,26750,0,M93513780,0,0,0
252,CASH_IN,326508.03,C521364555,147437,473945.03,C1970234609,1151972.17,825464.15,0
207,PAYMENT,1715.03,C343765455,152895.48,151180.45,M1686043242,0,0,0
306,TRANSFER,182753.93,C356630538,0,0,C2095433184,307497.75,490251.68,0
18,PAYMENT,14548.17,C1644385212,164693.9,150145.73,M1833397401,0,0,0
203,PAYMENT,26606.52,C1186622339,47924,21317.48,M114645904,0,0,0
353,CASH_IN,13204.46,C1284654459,4436634.83,4449839.29,C1893877217,265779.63,252575.17,0
396,CASH_IN,445097.85,C458619848,1132,446229.85,C1380922009,23577517.52,23132419.66,0
280,CASH_OUT,57407.55,C1852298386,508,0,C247026965,776371.14,833778.69,0
332,CASH_OUT,9959.19,C1126839560,267022,257062.81,C2145749423,0,9959.19,0
522,PAYMENT,10903.08,C1397164412,0,0,M119065908,0,0,0
212,CASH_OUT,145097.92,C165746627,0,0,C1487576229,556668.7,701766.62,0
258,CASH_IN,232465.02,C1264613921,299832,532297.02,C1255130350,286464.16,53999.14,0
306,PAYMENT,8964.6,C580150114,38669.99,29705.39,M1187416557,0,0,0
688,CASH_OUT,191869.36,C1467765070,30749,0,C1816663560,431654.31,623523.68,0
353,CASH_OUT,170296.82,C368895580,7378,0,C2062547834,1979272.59,2149569.41,0
275,PAYMENT,36655.09,C1908894128,0,0,M944653642,0,0,0
259,PAYMENT,6445.38,C1353227457,34672.64,28227.27,M273771400,0,0,0
38,CASH_OUT,138587.82,C892480471,0,0,C1438764761,260753.25,399341.07,0
211,CASH_OUT,44955.11,C722332358,1208,0,C240112566,0,44955.11,0
225,CASH_OUT,367162.2,C450006989,51670,0,C1262834179,5331451.42,5698613.63,0
346,CASH_OUT,182975.76,C857602716,0,0,C567850502,227063.07,410038.83,0
8,PAYMENT,1297.37,C1645989452,340342,339044.63,M1015805282,0,0,0
8,PAYMENT,3435.25,C1112077762,0,0,M665184080,0,0,0
256,CASH_OUT,101881.67,C1516089224,2940,0,C1458694010,284680.74,386562.41,0
14,CASH_IN,200801.62,C1562086596,6095,206896.62,C239903457,199863,0,0
379,CASH_OUT,166344.43,C1889390383,0,0,C1269180719,1380991.01,1547335.44,0
136,CASH_OUT,131958.06,C782731477,0,0,C1145663,923487.49,1055445.55,0
406,PAYMENT,4374.12,C1558595013,25293,20918.88,M555137561,0,0,0
252,CASH_OUT,141944.78,C1477992678,0,0,C158165293,440245.35,582190.13,0
684,CASH_OUT,83137.82,C1834556911,58016,0,C2139357998,52942.62,136080.44,0
158,CASH_OUT,82700.59,C130729611,11041,0,C808176880,0,82700.59,0
406,PAYMENT,51040.35,C211529943,1135,0,M277022117,0,0,0
227,CASH_OUT,10894.56,C831336340,0,0,C1065633193,44142.24,270765.77,0
305,CASH_OUT,19307.1,C225048074,22187,2879.9,C2144719815,342368.49,361675.59,0
164,CASH_IN,320213.59,C1872338591,22896,343109.59,C1966790388,3217139.11,3086386.79,0
378,CASH_OUT,146114.88,C65791991,200126.59,54011.71,C1809772922,978226.99,1124341.87,0
404,CASH_OUT,183950.32,C1701787689,105884,0,C1331329736,0,183950.32,0
300,PAYMENT,39350.06,C198297622,215117.66,175767.6,M681449360,0,0,0
405,CASH_IN,362150.73,C2109152078,7596270.48,7958421.21,C1448389680,2010716.42,1648565.69,0
156,TRANSFER,228773.52,C519940989,0,0,C2011598738,2830158.94,3058932.46,0
17,CASH_OUT,195187.24,C1256986927,102472,0,C664232848,2462004.99,2657192.23,0
528,PAYMENT,2887.85,C1712998481,0,0,M784103406,0,0,0
354,PAYMENT,18635.89,C374335806,384181.03,365545.14,M149707444,0,0,0
202,CASH_IN,21040.08,C1391297568,7687422.6,7708462.68,C897068398,6224238.13,6203198.05,0
165,CASH_IN,65688.87,C111990618,702133.54,767822.41,C1615491488,319975.47,254286.59,0
301,TRANSFER,3587348.8,C948335464,0,0,C74406870,10492482.09,14079830.89,0
232,CASH_IN,194637.91,C535984425,217658.59,412296.51,C1089127749,779368.66,584730.75,0
188,TRANSFER,282764.39,C1114648341,0,0,C764735330,1362418.82,1645183.21,0
188,PAYMENT,2981.29,C202822548,56615.02,53633.72,M1746305050,0,0,0
201,CASH_OUT,169879.34,C1760267024,16064,0,C2133893492,15509.92,185389.26,0
131,CASH_OUT,71309.91,C1184874162,7068.09,0,C1881960472,4503494.61,4843461.91,0
155,CASH_OUT,473652.96,C1893870001,34932,0,C1093388877,0,473652.96,0
400,CASH_IN,205011.52,C1390388871,4778448.49,4983460,C120953267,2500753.22,2295741.71,0
307,CASH_IN,161053.88,C629069842,935569.04,1096622.92,C1963748325,4976097.56,4815043.68,0
23,CASH_OUT,146270.93,C1959349631,0,0,C1215697612,692895.72,839166.65,0
13,CASH_OUT,161166.39,C161879539,107285,0,C1553102594,81,0,0
393,CASH_OUT,456139.08,C1795453000,0,0,C1496451717,2727631.84,3183770.92,0
165,PAYMENT,6589.06,C113400817,195,0,M1150320022,0,0,0
590,CASH_OUT,211509.7,C711931183,0,0,C1542477357,230740.78,442250.48,0
228,CASH_OUT,276172.35,C1121908963,0,0,C847119229,642698.04,918870.4,0
280,CASH_IN,18760.47,C1718933833,10492026.28,10510786.75,C820443274,1604749.85,1585989.38,0
17,PAYMENT,8366.22,C2098900840,203118.25,194752.03,M1311127127,0,0,0
355,PAYMENT,5872.43,C1792322279,5061,0,M1187951400,0,0,0
257,CASH_OUT,281640.17,C1625442091,684783,403142.83,C400811276,38262.18,319902.35,0
257,CASH_IN,1130.4,C2055980715,825728.89,826859.3,C1900425025,32047.38,30916.98,0
348,CASH_OUT,38481.73,C1143699401,0,0,C358020003,56775.02,95256.75,0
136,TRANSFER,179869.03,C397936579,96232,0,C285135562,383418.23,470964.1,0
403,TRANSFER,407104.78,C856367570,99005,0,C635455928,0,407104.78,0
332,PAYMENT,40522.35,C1856940857,157425.04,116902.69,M1382212936,0,0,0
300,CASH_IN,311419.63,C997908572,15924993.69,16236413.31,C1466202877,2712553.57,2401133.95,0
44,CASH_OUT,119401.94,C90552860,190836,71434.06,C1855539991,65117.48,184519.42,0
17,PAYMENT,4207.06,C631751287,119758.22,115551.16,M14317186,0,0,0
131,CASH_OUT,52974.92,C2076592434,50174,0,C627540924,0,52974.92,0
546,CASH_OUT,365331.78,C1788495656,127001.73,0,C958035569,1014316.09,1379647.87,0
306,PAYMENT,18438.3,C1093456060,10631,0,M748842095,0,0,0
514,PAYMENT,17501.65,C1931985727,0,0,M2144569926,0,0,0
355,CASH_OUT,237205.39,C746176895,6195,0,C1938000564,489965.4,727170.79,0
619,CASH_IN,106055.72,C1057483533,3985177.93,4091233.65,C140448284,2106492.12,2000436.4,0
278,CASH_OUT,223864.1,C70132463,70150,0,C456479645,886665.64,1110529.74,0
202,CASH_OUT,132016.42,C1303743584,632452,500435.58,C1853292809,23699.57,155715.99,0
227,CASH_IN,741382.86,C780773231,11209,752591.86,C1595870618,0,0,0
209,CASH_IN,55864.58,C1841387528,73444.54,129309.12,C769573449,257781.13,201916.55,0
44,CASH_OUT,398021.28,C372654596,0,0,C335045941,1776092.58,2174113.86,0
130,PAYMENT,17427,C1822007719,6496,0,M1440700106,0,0,0
402,CASH_IN,224045.64,C1776910803,19470,243515.64,C603072146,0,0,0
280,CASH_OUT,220094.9,C521792011,139090,0,C1899518300,300618.6,520713.5,0
158,PAYMENT,21388.27,C467873055,0,0,M1507254968,0,0,0
333,PAYMENT,9245.57,C674129791,10982,1736.43,M2003432331,0,0,0
239,PAYMENT,2954.93,C1308677862,46758,43803.07,M129098198,0,0,0
234,CASH_IN,193942.65,C502273771,55535,249477.65,C815650906,4476870.29,4282927.64,0
306,CASH_IN,25095.01,C787646809,159577,184672.01,C2135438470,10348526.43,10323431.42,0
544,TRANSFER,12550.58,C1045974448,0,0,C1411229292,116360.64,128911.23,0
334,PAYMENT,24857.33,C744519578,0,0,M1246632991,0,0,0
429,PAYMENT,5557.82,C422457111,42309,36751.18,M213284409,0,0,0
282,CASH_IN,99310.01,C1283738001,188540.76,287850.78,C723283154,128157.54,28847.52,0
394,TRANSFER,9590.42,C1589928583,161,0,C933389365,0,9590.42,0
323,CASH_IN,146624.3,C1440613678,6133616.05,6280240.35,C578927340,253870.9,107246.61,0
258,CASH_OUT,316962.69,C837644378,208644,0,C451045721,292135.28,609097.96,0
137,CASH_OUT,239615.83,C1807525809,615522,375906.17,C280508481,0,239615.83,0
346,CASH_OUT,335685.77,C487257774,1740,0,C1147747434,0,335685.77,0
565,PAYMENT,4585.06,C1436414740,0,0,M2023353868,0,0,0
280,CASH_IN,22133.69,C1850841514,343204.71,365338.41,C1119400196,1429211.27,1407077.58,0
349,CASH_OUT,286543.64,C1897144275,10376,0,C817725340,702308.69,988852.34,0
134,CASH_OUT,60838.4,C734297858,24122,0,C53804285,0,60838.4,0
15,PAYMENT,2397.96,C1257896932,102177,99779.04,M1799009378,0,0,0
545,CASH_OUT,147610.51,C1363976705,0,0,C1057672814,2252937.81,2400548.32,0
374,CASH_OUT,226842.26,C1075134161,110060,0,C1740825220,27602.58,254444.84,0
277,PAYMENT,14642.19,C984159445,0,0,M203126613,0,0,0
325,CASH_IN,109917.85,C2107796388,4977042.75,5086960.6,C1055544486,389895.48,279977.63,0
190,PAYMENT,7864.82,C1980293091,52188,44323.18,M1845839158,0,0,0
183,CASH_OUT,200142.63,C505035292,6059,0,C1804509654,490320.02,690462.65,0
253,CASH_OUT,177057.21,C1309201676,26788,0,C462920253,0,177057.21,0
11,CASH_OUT,212127.62,C1000677787,0,0,C1206178620,305761.32,1433437.1,0
278,PAYMENT,2844.65,C1428966406,20814,17969.35,M2129234439,0,0,0
354,CASH_OUT,352081.81,C1618957812,186372,0,C1460653024,279289.63,631371.44,0
163,CASH_OUT,84230.62,C1770764079,0,0,C1093170256,2557156.37,2641386.98,0
380,CASH_OUT,67963.14,C549093756,150780,82816.86,C35948104,0,67963.14,0
379,CASH_IN,361840.22,C146362888,10369870.88,10731711.1,C2025785536,3894819.86,3532979.64,0
282,CASH_OUT,162090.59,C902405541,72177.78,0,C1700144131,556421.31,718511.9,0
594,PAYMENT,17269.79,C900729136,0,0,M408791912,0,0,0
237,CASH_OUT,249139.59,C1415479497,0,0,C1508536313,3599216.38,3848355.97,0
351,PAYMENT,11207.63,C782769655,162419.69,151212.07,M109408674,0,0,0
380,CASH_IN,58094.31,C1721180436,11008,69102.31,C1502394917,3602760.07,3544665.76,0
398,CASH_IN,121045.27,C1687784739,5070503.29,5191548.56,C1207183239,2458932.55,2337887.28,0
331,CASH_OUT,231163.66,C376465976,0,0,C2116162155,238969.75,470133.41,0
44,CASH_IN,518746.89,C1104128655,917924.94,1436671.84,C492997256,6559938.74,6041191.84,0
9,CASH_IN,301010.76,C616772490,15845,316855.76,C1895534619,0,481110.34,0
186,CASH_IN,177040.35,C800237727,101237,278277.35,C1897552019,625447.76,448407.41,0
155,PAYMENT,13828.2,C1106247638,0,0,M842742049,0,0,0
304,PAYMENT,12851.04,C2030300484,406742,393890.96,M1185266075,0,0,0
225,CASH_IN,92613.68,C873775812,9326380.7,9418994.38,C745413503,421737.16,329123.48,0
234,CASH_IN,113419.07,C821581841,2356519.47,2469938.54,C2099998439,5020483.94,4907064.86,0
382,PAYMENT,73457.79,C1019777966,267546.23,194088.44,M1807111874,0,0,0
186,PAYMENT,23457.17,C1152206584,0,0,M2032969675,0,0,0
183,CASH_IN,56900.48,C182177466,49624,106524.48,C1283153498,1120471.46,1063570.97,0
177,PAYMENT,43643.04,C1849287296,0,0,M1792453331,0,0,0
249,CASH_OUT,3203.43,C278773273,9030,5826.57,C366127349,0,3203.43,0
12,CASH_OUT,159515,C1439525411,43104,0,C2013342140,185331.79,82435.97,0
253,PAYMENT,1454.23,C257781905,19627.34,18173.11,M121126673,0,0,0
466,PAYMENT,25646.89,C2045348246,264,0,M1090316550,0,0,0
38,CASH_IN,178857.21,C373015994,3602083.34,3780940.55,C726721232,494288.79,315431.59,0
95,PAYMENT,18547.17,C920449349,20454,1906.83,M1518216083,0,0,0
596,PAYMENT,1546.31,C1054450066,32759,31212.69,M1633599460,0,0,0
254,CASH_IN,336462.07,C70682492,24698,361160.07,C1281392997,0,0,0
183,CASH_OUT,57822.39,C1205094148,30408,0,C28638180,276667.34,334489.73,0
238,CASH_OUT,228665.48,C1602318917,0,0,C1563716928,306336.99,535002.47,0
154,PAYMENT,1330.68,C748233283,0,0,M1947629447,0,0,0
139,TRANSFER,9777.02,C2062637752,61671,51893.98,C292428813,587945.75,932931.39,0
211,CASH_OUT,101051.36,C940593413,862,0,C1148757324,0,101051.36,0
398,PAYMENT,15181.27,C2075665703,121494,106312.73,M363134119,0,0,0
42,TRANSFER,828274.36,C557794506,0,0,C1425774392,1594819,2294071.54,0
259,PAYMENT,13430.39,C1771310534,54136,40705.61,M1319003,0,0,0
375,CASH_OUT,17927.98,C293067863,0,0,C685988779,3672269.87,3690197.85,0
256,CASH_OUT,17990.26,C388271229,0,0,C1994389196,270233.02,288223.28,0
235,PAYMENT,4364.85,C1389844564,5491.87,1127.02,M699088016,0,0,0
298,CASH_OUT,202911.14,C1486885796,0,0,C2036664917,475280.96,678192.11,0
356,PAYMENT,16100.63,C2120378299,21386,5285.37,M1614287585,0,0,0
232,PAYMENT,6622.5,C1139281576,0,0,M1661257925,0,0,0
179,CASH_OUT,95917.58,C1173120082,0,0,C328982435,1167079.51,1262997.09,0
17,CASH_OUT,168111.94,C1082844024,0,0,C699962845,343810.46,857426.52,0
355,PAYMENT,21546.11,C1796630146,3640.46,0,M1366935739,0,0,0
422,PAYMENT,20241.17,C738409546,0,0,M1255255472,0,0,0
238,PAYMENT,1169.27,C346996442,20920,19750.73,M741685372,0,0,0
691,CASH_OUT,6663.96,C1079977912,10658,3994.04,C1136951943,285255.06,291919.02,0
592,CASH_OUT,4735.88,C995931825,24611,19875.12,C1496658299,723835.67,728571.55,0
44,CASH_OUT,381334.11,C1796636426,0,0,C68354568,1166124.34,1675240.36,0
548,PAYMENT,7193.7,C1144174815,0,0,M513182581,0,0,0
351,TRANSFER,132130.28,C2026215587,0,0,C2001916138,2090104.42,2222234.7,0
349,PAYMENT,25556.51,C220384751,10905,0,M115820449,0,0,0
374,CASH_IN,39166.54,C228451135,83633,122799.54,C1440467275,216113.55,176947.02,0
230,PAYMENT,20898.67,C1698016640,1221,0,M408639413,0,0,0
274,CASH_IN,10664.97,C838556087,10925107.62,10935772.58,C725784351,1808227.29,1797562.32,0
356,CASH_OUT,33956.57,C1857314291,73384,39427.43,C52729272,4671773.98,4705730.56,0
9,TRANSFER,400925.92,C1928574577,237045.63,0,C1682576062,618540.96,1019466.89,0
18,PAYMENT,6594.08,C604927536,59586.45,52992.37,M976535632,0,0,0
18,CASH_IN,130659.9,C1529704720,1591406.47,1722066.37,C232402655,367904.53,395376.2,0
180,PAYMENT,29076.56,C1626444940,284083.37,255006.81,M66541103,0,0,0
373,CASH_IN,67357.92,C62842944,469,67826.92,C1263290253,188818.85,121460.94,0
233,CASH_IN,286350.92,C1311371665,410707.3,697058.22,C759241522,918344.71,631993.79,0
185,PAYMENT,23264.44,C565091342,461,0,M2600303,0,0,0
132,CASH_IN,102647.87,C1081993087,93572.87,196220.74,C1853753218,180455.35,77807.47,0
306,CASH_OUT,128598.46,C498618031,0,0,C631484027,1525878.94,1654477.4,0
184,PAYMENT,41402.73,C1441362394,0,0,M352208799,0,0,0
207,CASH_OUT,52290.17,C1397048229,50819,0,C1615606805,0,52290.17,0
38,PAYMENT,4351.07,C589678537,11180,6828.93,M1051238949,0,0,0
164,TRANSFER,406706.98,C134953060,17634,0,C2076339104,653210.29,1059917.27,0
164,PAYMENT,15411.07,C319454434,504681.02,489269.95,M990470480,0,0,0
426,CASH_IN,36475.36,C292373250,1075867.03,1112342.4,C1705985959,584708.85,548233.48,0
204,CASH_OUT,155615.78,C2065298922,51053,0,C68741309,22376.34,177992.12,0
399,PAYMENT,19991.65,C373158523,0,0,M342742125,0,0,0
233,CASH_OUT,73158.91,C2139056646,349183,276024.09,C203116661,0,73158.91,0
322,CASH_IN,264732.55,C398417786,71081,335813.55,C1259065248,0,0,0
167,CASH_OUT,95098.58,C290070149,0,0,C759259433,459854.45,554953.03,0
139,CASH_OUT,273374.06,C106842828,875,0,C426088291,590180.55,863554.61,0
164,CASH_IN,13151.11,C1304307900,11008,24159.11,C1740780664,53258.34,40107.23,0
261,PAYMENT,9205.21,C204091702,31126,21920.79,M999719078,0,0,0
236,TRANSFER,610787.2,C1975207562,0,0,C2047619354,8128205.28,8738992.48,0
514,PAYMENT,3869.84,C1665008886,0,0,M190456994,0,0,0
370,CASH_OUT,197085.93,C60781590,0,0,C538463719,206929.3,404015.23,0
279,CASH_OUT,58794.88,C1629516890,56510,0,C1169319100,931858.76,990653.64,0
354,CASH_OUT,272439.16,C575978544,143600,0,C28720831,568078.91,840518.06,0
250,TRANSFER,1579764.33,C1249245592,0,0,C725511201,3237715.39,4817479.72,0
119,TRANSFER,97379.21,C1832287307,0,0,C101192712,898317.62,995696.83,0
349,PAYMENT,2469.79,C389134124,220,0,M1239076519,0,0,0
13,CASH_IN,10515.53,C1518477415,20913,31428.53,C1784469037,1638337.82,1627822.29,0
188,CASH_IN,185855.31,C280758366,159227,345082.31,C1809336331,964274.54,778419.23,0
256,CASH_OUT,150549.4,C38313715,484,0,C1000878520,40080.84,190630.24,0
139,CASH_IN,79636.96,C29677606,69508,149144.96,C1282282294,1203479.65,1123842.69,0
33,PAYMENT,27316.09,C1000681407,0,0,M1361049545,0,0,0
546,PAYMENT,13384.09,C492627473,0,0,M755557839,0,0,0
260,TRANSFER,1048710.2,C1022606961,0,0,C1969627695,1763900.26,2812610.46,0
393,PAYMENT,16394.47,C525341296,0,0,M2071520832,0,0,0
398,PAYMENT,23007.51,C1828735508,0,0,M1685512036,0,0,0
235,TRANSFER,1796963.78,C1711763496,10492,0,C1852352073,0,1796963.78,0
329,CASH_IN,136587.23,C763268004,50736,187323.23,C1894324211,1219623.35,1083036.12,0
478,PAYMENT,3801.67,C276509051,20332,16530.33,M1054130878,0,0,0
332,CASH_OUT,83945.06,C1588199998,155482,71536.94,C2032332704,2602135.93,2686080.99,0
186,CASH_OUT,204024.21,C740700538,68466,0,C1415815450,8709.55,212733.76,0
154,CASH_OUT,282283.44,C859734339,0,0,C2144597437,2145827.04,2280472.91,0
228,CASH_OUT,191259.91,C175278263,467261.62,276001.71,C1094895268,252827.46,444087.37,0
134,PAYMENT,4169.66,C247273340,0,0,M610612825,0,0,0
133,CASH_OUT,345358.11,C886036744,0,0,C1514738968,6088234.17,6433592.27,0
43,CASH_IN,3280.68,C294645511,45739,49019.68,C399556424,454092.48,450811.8,0
286,PAYMENT,17081.75,C1862316749,0,0,M750741053,0,0,0
154,PAYMENT,23812.24,C1634562051,0,0,M25837704,0,0,0
